Rec,Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Mins,Gls,Ast,Clean sheets,xG - Goals,npxG,npxG - npG,npxG per 90,npxG per Shot (min. 10 shots),Offsides per npxG (min. 1 npxG),Assist per Key Pass (min. 5 KP),Net Fouls,Yellow Cards per Tackle,Tackles Won per 90,Defensive Actions per 90,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,Substitute Appearances,Minutes per Game,Tackles Attempted,Distance per 90,Clearances per 90
- - -,Yth,Stuart Bragg,M/AM (C),Norwich,,England (Premier Division),-,£150 p/w,30/6/2030,ENG,,-,163 cm,55 kg,Right,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Inj,Felipe Castro,"WB (R), M (C)",Getafe,,Spain (First Division),-,£55 p/w,30/6/2031,ESP,,-,179 cm,70 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Hilarion Kpatinde,"D (C), DM, M (C)",OM,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2031,FRA,,-,176 cm,65 kg,Left Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Alex Napoli,"M (RC), AM (R)",Spezia,,Italy (Serie A),-,£190 p/w,30/6/2030,ITA,,Trained in nation (0-21),184 cm,74 kg,Right Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Zoran Nabab,"DM, M (C)",Brest,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2031,FRA,GLP,-,172 cm,64 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Juan José López,"D (RC), DM",Real Hispalis,,Spain (First Division),-,"£2,500 p/w",30/6/2031,ESP,,-,184 cm,73 kg,Right,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Jack Sinclair,D (LC),West Ham,,England (Premier Division),-,£150 p/w,30/6/2029,ENG,,-,187 cm,77 kg,Left Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Jose Luis Rosano,"M/AM (C), ST (C)",Sevilla,,Spain (First Division),-,£55 p/w,30/6/2031,ESP,,-,183 cm,73 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Fabrizio Rossinetti,D (C),Bologna,,Italy (Serie A),-,£220 p/w,30/6/2030,ITA,,Trained in nation (0-21),189 cm,80 kg,Right,19,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Adam Smith,AM (R),Norwich,,England (Premier Division),-,£150 p/w,30/6/2031,ENG,,-,172 cm,59 kg,Right,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Inj,Mohamed Garnier,"AM (R), ST (C)",Strasbourg,,France (Ligue 1 Uber Eats),-,£80 p/w,30/6/2030,FRA,,-,184 cm,73 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Dany Pott,D (L),FC Metz,,France (Ligue 1 Uber Eats),-,£10 p/w,30/6/2030,LUX,FRA,-,169 cm,62 kg,Left,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Glen Gardner,"AM (RL), ST (C)",Southampton,,England (Premier Division),-,£150 p/w,30/6/2030,ENG,,-,174 cm,64 kg,Left Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Jamie Watkin,"M (C), AM (R)",West Brom,,England (Premier Division),-,£150 p/w,30/6/2030,WAL,,-,166 cm,58 kg,Left Only,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Leon Platt,ST (C),West Brom,,England (Premier Division),-,£150 p/w,30/6/2030,WAL,IRL,-,180 cm,67 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Kevin Dupont,"DM, M (C)",Amiens SC,,France (Ligue 1 Uber Eats),-,£50 p/w,30/6/2031,FRA,,-,169 cm,63 kg,Left Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Loa,Piero Angelillo,D (RC),Lazio,,Italy (Serie A),-,£220 p/w,30/6/2031,ITA,,Trained in nation (0-21),178 cm,67 kg,Right,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Matias Cavagnaro,D (C),Genoa,,Italy (Serie A),-,£220 p/w,30/6/2032,ITA,,Trained in nation (0-21),181 cm,69 kg,Left Only,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Zak Lowe,M/AM (C),West Ham,,England (Premier Division),-,£150 p/w,30/6/2029,ENG,,-,175 cm,68 kg,Left,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Francisco Javier Montes,"DM, M (C)",Real Hispalis,,Spain (First Division),-,"£2,200 p/w",30/6/2031,ESP,,-,165 cm,61 kg,Right,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Ibán Vílchez,AM (RL),Espanyol,,Spain (First Division),-,£160 p/w,30/6/2029,ESP,,-,176 cm,69 kg,Left Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Matías Torres,D (RC),Valencia,,Spain (First Division),-,£130 p/w,30/6/2030,ESP,,-,170 cm,64 kg,Right,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Skeveen Afougou,"D (R), DM",Strasbourg,,France (Ligue 1 Uber Eats),-,£100 p/w,30/6/2029,FRA,,-,177 cm,71 kg,Right,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Derek O'Keefe,M (C),Man UFC,,England (Premier Division),-,£150 p/w,30/6/2031,ENG,,-,190 cm,76 kg,Left,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Josemi Collados,"D (C), DM",Granada,,Spain (First Division),-,£230 p/w,30/6/2031,ESP,,-,185 cm,74 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Brendan Hughes,D/WB (L),West Ham,,England (Premier Division),-,£150 p/w,30/6/2029,ENG,IRL,-,181 cm,74 kg,Left Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Lorenzo Carreño,"AM (RL), ST (C)",Huesca,,Spain (First Division),-,£55 p/w,30/6/2031,ESP,,-,184 cm,72 kg,Either,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Loa,Giovanni Crucitti,WB/M/AM (L),Bologna,,Italy (Serie A),-,£220 p/w,30/6/2030,ITA,,Trained in nation (15-21),185 cm,78 kg,Left Only,19,,Scouting Required,£0 - £75K,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Fabrizio Tassinari,"DM, M (C)",Benevento,,Italy (Serie A),-,£220 p/w,30/6/2032,ITA,,Trained in nation (0-21),171 cm,60 kg,Right Only,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Elias Bahamboula,"M (C), AM (RLC)",Brest,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2032,FRA,CGO,-,175 cm,61 kg,Right,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Héctor Francesch,WB (L),R. Madrid,,Spain (First Division),-,£160 p/w,30/6/2031,ESP,CUB,-,174 cm,67 kg,Left Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Giuliano Bargiggia,"DM, M (C), AM (RL)",Monza,,Italy (Serie A),-,£190 p/w,30/6/2029,ITA,,Trained in nation (15-21),180 cm,69 kg,Right Only,20,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Domenico Rizzi,"D (RL), WB (L)",Fiorentina,,Italy (Serie A),-,£220 p/w,30/6/2032,ITA,,Trained in nation (0-21),171 cm,63 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Victor Barral,D (LC),RC Lens,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2031,FRA,,-,193 cm,84 kg,Left,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Désiré Tra Bi,D (R),OM,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2032,SUI,FRA,-,175 cm,64 kg,Right,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Aurélien David,D (L),OM,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2031,FRA,,-,173 cm,65 kg,Left Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Scott Sharman,"D (C), DM",Watford,,England (Premier Division),-,£150 p/w,30/6/2030,ENG,WAL,-,183 cm,71 kg,Right Only,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Matteo Ghidelli,GK,Fiorentina,,Italy (Serie A),-,"£2,400 p/w",30/6/2032,ITA,,Trained in nation (0-21),192 cm,77 kg,Left Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Juan Ramón Micó,D (R),Cádiz,,Spain (First Division),-,£55 p/w,30/6/2031,ESP,,-,172 cm,62 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Phil Nesbitt,M/AM (R),Norwich,,England (Premier Division),-,£150 p/w,30/6/2029,ENG,,-,185 cm,71 kg,Right Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Nicolás De Frutos,AM (RL),Espanyol,,Spain (First Division),-,£55 p/w,30/6/2031,ESP,,-,182 cm,68 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Inj,Valentin Ghersini,ST (C),Zebre,,Italy (Serie A),-,£220 p/w,30/6/2033,ITA,,Trained in nation (0-21),183 cm,68 kg,Right Only,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,,Gorka Domínguez,D (C),Atlético Pamplona,,Spain (First Division),-,"£2,000 p/w",30/6/2031,ESP,BAS,-,184 cm,76 kg,Right,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Rickie Swailes,"AM (C), ST (C)",Everton,,England (Premier Division),-,£150 p/w,30/6/2030,ENG,IRL,-,186 cm,76 kg,Left,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Nerio Oliana,M (C),Torino,,Italy (Serie A),-,£220 p/w,30/6/2030,ITA,,Trained in nation (0-21),183 cm,75 kg,Right,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Mamadou Sissako,"AM (L), ST (C)",FC Nantes,,France (Ligue 1 Uber Eats),-,£80 p/w,30/6/2030,FRA,MLI,-,170 cm,64 kg,Left,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Inj,Gerardo,"AM (L), ST (C)",Almería,,Spain (First Division),-,£55 p/w,30/6/2031,ESP,,-,180 cm,68 kg,Left Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Adama Sankara,"DM, M/AM (C)",Strasbourg,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2032,BFA,,-,178 cm,65 kg,Left,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Assaad Hajji,D/WB (R),FC Nantes,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2032,MAR,FRA,-,177 cm,65 kg,Right,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Max Pennery,D (C),West Ham,,England (Premier Division),-,£150 p/w,30/6/2030,ENG,,-,179 cm,71 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Alessio Stroppa,GK,Inter,,Italy (Serie A),-,£220 p/w,30/6/2032,ITA,,Trained in nation (0-21),183 cm,71 kg,Right,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Juanma,D (C),Levante,,Spain (First Division),-,£55 p/w,30/6/2031,ESP,,-,187 cm,77 kg,Right Only,17,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Elton Mouandilmadji,D (C),OL,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2032,FRA,,-,177 cm,64 kg,Right,16,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
- - -,Yth,Aled Windsor,AM (L),Everton,,England (Premier Division),-,£150 p/w,30/6/2029,ENG,WAL,-,182 cm,72 kg,Right Only,18,,Scouting Required,Unknown,-,-,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
