,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck C,Tck/90,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean Sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM
Yth,Nikola Mehić,M (C),Bayer 04,,Germany (Bundesliga),-,£55 p/w,30/6/2026,BIH,GER,-,162 cm,52 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Tomohiro Saito,ST (C),Bayer 04,,Germany (Bundesliga),-,£55 p/w,30/6/2026,JPN,GER,-,190 cm,73 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Òscar Alves,GK,Girona,,Spain (First Division),-,£55 p/w,30/6/2028,ESP,,-,185 cm,71 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Emili,DM,Girona,,Spain (First Division),-,"£4,300 p/w",30/6/2027,ESP,,-,168 cm,57 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Inj,David Keddari,D (C),Girona,,Spain (First Division),-,"£4,400 p/w",30/6/2027,ESP,,-,179 cm,68 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Miquel Àngel Padilla,AM (C),Girona,,Spain (First Division),-,"£4,000 p/w",30/6/2027,ESP,,-,180 cm,65 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Pep,M (C),Girona,,Spain (First Division),-,"£4,000 p/w",30/6/2027,ESP,,-,178 cm,68 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Luis Farías,ST (C),Girona,,Spain (First Division),-,"£4,000 p/w",30/6/2027,ARG,ESP,-,170 cm,58 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Javi,D (R),Girona,,Spain (First Division),-,£55 p/w,30/6/2028,ESP,,-,179 cm,64 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Artion Hoxha,ST (C),AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,KOS,ALB,Trained in nation (15-21),179 cm,69 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Michel N'Sondé,D (R),OL,,France (Ligue 1 Uber Eats),-,"£6,000 p/w",30/6/2027,CGO,,-,175 cm,62 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Gilles Mercier,ST (C),Montpellier,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2028,FRA,,-,179 cm,67 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Marvin Endter,D (C),Eintracht Frankfurt,,Germany (Bundesliga),-,£55 p/w,30/6/2026,GER,,-,187 cm,75 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Alessandro Granelli,AM (C),AC Milan,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,-,180 cm,64 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Lorenzo Granelli,ST (C),AC Milan,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,-,188 cm,72 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Alexander Wimmer,D (C),Eintracht Frankfurt,,Germany (Bundesliga),-,"£3,500 p/w",30/6/2027,GER,,-,189 cm,77 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Ilyes Vallee,D (C),Havre AC,,France (Ligue 1 Uber Eats),-,"£1,500 p/w",30/6/2027,FRA,,-,184 cm,68 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Andrea Elia,M (C),Sassuolo,,Italy (Serie A),-,£190 p/w,30/6/2028,ITA,,Trained in nation (15-21),166 cm,57 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Edoardo Fratini,D (R),Lazio,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,Trained in nation (15-21),173 cm,62 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Stefano Romano,M (C),Lazio,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,-,166 cm,56 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Alberto Bruno,M (L),Lazio,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,-,167 cm,59 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Pietro Napolitano,ST (C),Lazio,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,Trained in nation (15-21),171 cm,62 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Inj,Leon Große,DM,SV Werder,,Germany (Bundesliga),-,"£2,000 p/w",30/6/2027,GER,,-,184 cm,75 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Giorgio Di Stefano,D (L),AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,Trained in nation (15-21),180 cm,70 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Victor Johnson,D (C),AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,NGA,ITA,-,187 cm,72 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Jan Arroyo,GK,Espanyol,,Spain (First Division),-,"£3,300 p/w",30/6/2027,ESP,,-,181 cm,64 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Denis Scarpa,D (C),AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,Trained in nation (15-21),183 cm,75 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Sunny Ubah,ST (C),AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,NGA,,-,172 cm,57 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Alessandro Personè,DM,AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,-,176 cm,64 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Dominique Dumont,D (R),Montpellier,,France (Ligue 1 Uber Eats),-,"£1,900 p/w",30/6/2027,FRA,,-,170 cm,60 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Samba Soukouna,AM (R),Montpellier,,France (Ligue 1 Uber Eats),-,"£1,600 p/w",30/6/2027,FRA,MLI,-,167 cm,53 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Alfred Tribulietx,M (C),Espanyol,,Spain (First Division),-,£25 p/w,30/6/2027,ESP,,-,174 cm,60 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Dale Beggs,GK,Leeds,,England (Premier Division),-,£220 p/w,30/6/2026,NIR,,-,184 cm,72 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Inj,Victor Aryee,AM (R),Brentford,,England (Premier Division),-,£220 p/w,30/6/2026,GHA,ENG,-,185 cm,72 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Charlie Fewster,GK,Middlesbrough,,England (Premier Division),-,"£1,900 p/w",30/6/2027,ENG,,-,189 cm,74 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Edward Moran,D (R),Middlesbrough,,England (Premier Division),-,"£1,900 p/w",30/6/2027,ENG,CAN,-,170 cm,62 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Dave Unwin,M (C),Middlesbrough,,England (Premier Division),-,£220 p/w,30/6/2026,ENG,,-,177 cm,64 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Anthony Geddes,WB/M/AM (L),Middlesbrough,,England (Premier Division),-,£220 p/w,30/6/2026,ENG,,-,171 cm,58 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Ryan McArdle,M (C),Middlesbrough,,England (Premier Division),-,£220 p/w,30/6/2026,ENG,,-,183 cm,69 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Louis Perkins,WB (L),Middlesbrough,,England (Premier Division),-,"£1,900 p/w",30/6/2027,ENG,,-,177 cm,67 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,David Oliver,ST (C),Middlesbrough,,England (Premier Division),-,£220 p/w,30/6/2026,ENG,,-,182 cm,74 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Philippe Valade,GK,RC Lens,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2028,FRA,,-,183 cm,67 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Mory Sissoko,AM (R),RC Lens,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2028,FRA,MLI,-,186 cm,71 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Lionel Bauduin,AM (R),RC Lens,,France (Ligue 1 Uber Eats),-,"£2,000 p/w",30/6/2027,FRA,,-,179 cm,63 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Thierry Rubio,AM (C),RC Lens,,France (Ligue 1 Uber Eats),-,"£2,400 p/w",30/6/2027,FRA,,-,166 cm,55 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Moïse Aquilon,M (RC),RC Lens,,France (Ligue 1 Uber Eats),-,"£2,300 p/w",30/6/2026,GLP,FRA,-,176 cm,65 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Serge Ouattara,AM (L),RC Lens,,France (Ligue 1 Uber Eats),-,"£2,000 p/w",30/6/2027,FRA,CIV,-,168 cm,58 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Sandro Perilli,ST (C),AC Milan,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,Trained in nation (15-21),195 cm,77 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tir,Flavio Giannico,M (C),AC Milan,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,-,176 cm,63 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Nicolas Clerc,AM (R),OL,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2027,FRA,,-,187 cm,71 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rst,Marko Rix,AM (L),Leeds,,England (Premier Division),-,"£2,600 p/w",30/6/2027,ENG,IRL,-,175 cm,64 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Alan Harris,AM (C),Leeds,,England (Premier Division),-,"£2,600 p/w",30/6/2027,ENG,,-,183 cm,72 kg,Unknown,17,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Yuya Shimizu,GK,Leeds,,England (Premier Division),-,£220 p/w,30/6/2026,ENG,,-,192 cm,76 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Romaine Coco-Annerose,AM (L),Montpellier,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2028,GLP,FRA,-,172 cm,62 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Flavio Costa,D (R),Montpellier,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2027,FRA,,-,174 cm,61 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Ibrahima Gomis,D (C),Montpellier,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2028,SEN,FRA,-,187 cm,71 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Doudou Camara,M (C),Montpellier,,France (Ligue 1 Uber Eats),-,"£1,500 p/w",30/6/2027,FRA,SEN,-,175 cm,64 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Mohamed Thiam,M (C),Montpellier,,France (Ligue 1 Uber Eats),-,"£1,800 p/w",30/6/2027,FRA,GUI,-,169 cm,59 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Hervé Zidane,M (C),Montpellier,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2027,FRA,,-,171 cm,59 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Gilbert Granet,"DM, M (C)",Montpellier,,France (Ligue 1 Uber Eats),-,£60 p/w,30/6/2028,FRA,,-,198 cm,81 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Matteo Fusco,ST (C),AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,Trained in nation (15-21),196 cm,77 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Matteo Raso,"DM, M (C)",AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,-,192 cm,76 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yth,Aldo Provenzano,AM (C),AS Roma,,Italy (Serie A),-,£220 p/w,30/6/2028,ITA,,Trained in nation (15-21),174 cm,62 kg,Unknown,16,,Scouting Required,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
